ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIPLENCIA
5058298901476893676,2021-07,0.005815845961673937
274692171162531764,2021-07,0.01720402827463356
274692171162531764,2021-07,0.019199524090682756
274692171162531764,2021-07,0.019199524090682756
465309249432033993,2021-07,0.007908201227448812
465309249432033993,2021-07,0.007908201227448812
465309249432033993,2021-07,0.007908201227448812
465309249432033993,2021-07,0.007908201227448812
5883155883105348987,2021-07,0.02843086033410899
5883155883105348987,2021-07,0.026498855964607593
4489904752023469353,2021-07,0.2461372624036825
3355881107559250653,2021-07,0.0024908769032441335
3355881107559250653,2021-07,0.0027443926505717974
3355881107559250653,2021-07,0.0026580514439803024
3355881107559250653,2021-07,0.0026182153126902896
3355881107559250653,2021-07,0.0026182153126902896
3355881107559250653,2021-07,0.0026580514439803024
3355881107559250653,2021-07,0.0027443926505717974
6330043096034525408,2021-07,0.06771361851475924
6330043096034525408,2021-07,0.08063194079805418
6964108750473070287,2021-07,0.005236408196027554
6964108750473070287,2021-07,0.004310733206328916
6964108750473070287,2021-07,0.005003824666790579
6964108750473070287,2021-07,0.005003824666790579
6964108750473070287,2021-07,0.005003824666790579
6964108750473070287,2021-07,0.005003824666790579
6964108750473070287,2021-07,0.005003824666790579
6964108750473070287,2021-07,0.005003824666790579
6964108750473070287,2021-07,0.005236408196027554
6964108750473070287,2021-07,0.005003824666790579
6964108750473070287,2021-07,0.005003824666790579
6964108750473070287,2021-07,0.005003824666790579
6964108750473070287,2021-07,0.0041190947776310665
6964108750473070287,2021-07,0.005003824666790579
6964108750473070287,2021-07,0.005003824666790579
6964108750473070287,2021-07,0.004310733206328916
4008627434689715639,2021-07,0.22381542785120764
4008627434689715639,2021-07,0.23597751018205423
4008627434689715639,2021-07,0.16376432930350296
5757271354816214865,2021-07,0.8961993534866861
5757271354816214865,2021-07,0.9084503270151196
5757271354816214865,2021-07,0.8961993534866861
5757271354816214865,2021-07,0.8961993534866861
5757271354816214865,2021-07,0.8961993534866861
5757271354816214865,2021-07,0.9021353396774596
5757271354816214865,2021-07,0.899564020879228
5757271354816214865,2021-07,0.8961993534866861
5757271354816214865,2021-07,0.9021353396774596
5757271354816214865,2021-07,0.8988234469529535
5757271354816214865,2021-07,0.8927104684339214
5757271354816214865,2021-07,0.9093626822349453
5757271354816214865,2021-07,0.8961993534866861
5757271354816214865,2021-07,0.9021353396774596
5757271354816214865,2021-07,0.9021353396774596
8909740532547211288,2021-07,0.002778132649691596
8909740532547211288,2021-07,0.0029018928897118056
8909740532547211288,2021-07,0.0029018928897118056
4045739494965095560,2021-07,0.0022538105952457036
4045739494965095560,2021-07,0.0022538105952457036
4045739494965095560,2021-07,0.006064854981553552
6759864637454708017,2021-07,0.01423210375976873
6759864637454708017,2021-07,0.01423210375976873
6759864637454708017,2021-07,0.015163370339515864
6759864637454708017,2021-07,0.014085590971160657
6759864637454708017,2021-07,0.01423210375976873
6759864637454708017,2021-07,0.014085590971160657
6134696632487351445,2021-07,0.002146031612476565
6134696632487351445,2021-07,0.0019578658854735517
6134696632487351445,2021-07,0.002146031612476565
5373371196946859811,2021-07,0.023045627043201334
3095686599956852697,2021-07,0.002433745532080494
3095686599956852697,2021-07,0.0023062226835130176
3095686599956852697,2021-07,0.002433745532080494
1616952665234409442,2021-07,0.05001165531563802
1616952665234409442,2021-07,0.05179710855124769
1088521227159442264,2021-07,0.005397893532236486
1088521227159442264,2021-07,0.005651935475105963
1088521227159442264,2021-07,0.005397893532236486
8529899700094903171,2021-07,0.007602639363170683
8529899700094903171,2021-07,0.007708208438159264
8529899700094903171,2021-07,0.007996415362242836
8529899700094903171,2021-07,0.007996415362242836
8529899700094903171,2021-07,0.007602639363170683
8529899700094903171,2021-07,0.007602639363170683
8529899700094903171,2021-07,0.007602639363170683
499242942549937267,2021-07,0.01833166585472483
499242942549937267,2021-07,0.02184703829374988
499242942549937267,2021-07,0.02184703829374988
499242942549937267,2021-07,0.01681927999646548
499242942549937267,2021-07,0.01681927999646548
499242942549937267,2021-07,0.01833166585472483
499242942549937267,2021-07,0.01681927999646548
499242942549937267,2021-07,0.01833166585472483
499242942549937267,2021-07,0.01833166585472483
5897410907783139228,2021-07,0.0019434769815092185
5897410907783139228,2021-07,0.001972311421407509
5897410907783139228,2021-07,0.0019434769815092185
5897410907783139228,2021-07,0.002073524637055521
2083323809219952960,2021-07,0.0025440895398919803
2083323809219952960,2021-07,0.003594931482547686
2083323809219952960,2021-07,0.003594931482547686
2083323809219952960,2021-07,0.003594931482547686
2083323809219952960,2021-07,0.0028867687776161035
2083323809219952960,2021-07,0.0022296715241251906
2083323809219952960,2021-07,0.0025301072701108818
2083323809219952960,2021-07,0.0035657971071301983
2083323809219952960,2021-07,0.005744475762402092
2083323809219952960,2021-07,0.004215477164062937
1953058402621337677,2021-07,0.008462268908729488
1953058402621337677,2021-07,0.0026129816026496007
1953058402621337677,2021-07,0.003229288954700394
1953058402621337677,2021-07,0.0047109797411385625
3408536439470975134,2021-07,0.0003312686246698545
3408536439470975134,2021-07,0.0003312686246698545
3408536439470975134,2021-07,0.0003312686246698545
3408536439470975134,2021-07,0.00031168682789043577
5687511145009775604,2021-07,0.029110521029491413
5687511145009775604,2021-07,0.7463758157828683
7485107528960607346,2021-07,0.0194138199459008
7485107528960607346,2021-07,0.03170029063872491
531805620371082364,2021-07,0.00836783261282616
5761480994209806499,2021-07,0.002252326310877716
5761480994209806499,2021-07,0.0019838113470319503
5761480994209806499,2021-07,0.0019838113470319503
5761480994209806499,2021-07,0.0019838113470319503
5761480994209806499,2021-07,0.0019838113470319503
5761480994209806499,2021-07,0.0019838113470319503
5761480994209806499,2021-07,0.0019838113470319503
5761480994209806499,2021-07,0.002252326310877716
5761480994209806499,2021-07,0.002142805799889198
5761480994209806499,2021-07,0.0019838113470319503
5761480994209806499,2021-07,0.00210959237298272
5761480994209806499,2021-07,0.0019838113470319503
5761480994209806499,2021-07,0.0028677416354059423
5761480994209806499,2021-07,0.002144488460989945
5761480994209806499,2021-07,0.0019838113470319503
5761480994209806499,2021-07,0.0019838113470319503
4762256864594914240,2021-07,0.004258780773133597
8570963260597299378,2021-07,0.0016608097916109956
5974858472822751652,2021-07,0.005895876373923565
3421433989501830226,2021-07,0.9136396992740848
4327694790333781288,2021-07,0.0005124322397418436
4327694790333781288,2021-07,0.0004996466727952535
8173830874846355280,2021-07,0.0013627266785899731
8173830874846355280,2021-07,0.0013627266785899731
8173830874846355280,2021-07,0.0013627266785899731
8173830874846355280,2021-07,0.0015037371423041418
8173830874846355280,2021-07,0.0015037371423041418
8173830874846355280,2021-07,0.0013627266785899731
8173830874846355280,2021-07,0.0013627266785899731
8173830874846355280,2021-07,0.001729787800247839
8173830874846355280,2021-07,0.001729787800247839
